Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_name,Route_link
APSRTC - 35188,VENNELA (A.C. SLEEPER),00:40,06:45,06h 05m,737,23 Seats available,N/A,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
APSRTC - 3563,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:00,07:15,06h 15m,412,30 Seats available,N/A,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
APSRTC - 35266,VENNELA (A.C. SLEEPER),01:25,07:30,06h 05m,737,20 Seats available,N/A,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
APSRTC - 3590,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:45,08:00,06h 15m,412,33 Seats available,N/A,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
APSRTC - 3058,VENNELA (A.C. SLEEPER),02:10,08:15,06h 05m,737,15 Seats available,N/A,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
FRESHBUS,Electric A/C Seater (2+2),12:50,19:30,06h 40m,363,34 Seats available,N/A,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:05,06:00,06h 55m,389,33 Seats available,N/A,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
FRESHBUS,Electric A/C Seater (2+2),10:25,17:25,07h 00m,254,34 Seats available,N/A,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
AdSai RK Travels,Non A/C Seater / Sleeper (2+1),22:35,04:30,05h 55m,349,26 Seats available,N/A,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
FRESHBUS,Electric A/C Seater (2+2),16:35,23:55,07h 20m,329,33 Seats available,N/A,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
TGSRTC - 4173,Rajdhani (AC Semi Sleeper 2+2),00:05,05:00,04h 55m,389,26 Seats available,N/A,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam
TGSRTC - 8678,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:00,05:20,04h 20m,320,32 Seats available,N/A,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam
TGSRTC - 4167,Rajdhani (AC Semi Sleeper 2+2),04:15,07:45,03h 30m,389,30 Seats available,N/A,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam
TGSRTC - 48859,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:45,09:00,04h 15m,320,32 Seats available,N/A,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam
TGSRTC - 8666,LAHARI A/C SLEEPER CUM SEATER,05:00,10:10,05h 10m,389,34 Seats available,N/A,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam
TGSRTC - 64023,Rajdhani (AC Semi Sleeper 2+2),05:00,10:00,05h 00m,389,24 Seats available,N/A,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam
TGSRTC - 8674,Rajdhani (AC Semi Sleeper 2+2),05:00,08:30,03h 30m,389,31 Seats available,N/A,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam
TGSRTC - 8705,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:10,09:25,04h 15m,320,32 Seats available,N/A,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam
TGSRTC - 1951,LAHARI A/C SLEEPER CUM SEATER,05:30,11:00,05h 30m,389,35 Seats available,N/A,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam
TGSRTC - 8680,Rajdhani (AC Semi Sleeper 2+2),05:45,09:15,03h 30m,389,32 Seats available,N/A,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam
TGSRTC - 8809,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:45,11:40,05h 55m,320,32 Seats available,N/A,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam
TGSRTC - 8823,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:50,09:50,04h 00m,320,32 Seats available,N/A,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam
TGSRTC - 8727,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:00,10:15,04h 15m,320,32 Seats available,N/A,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam
TGSRTC - 8806,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:20,12:45,06h 25m,320,29 Seats available,N/A,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam
TGSRTC - 8638,Rajdhani (AC Semi Sleeper 2+2),06:30,10:00,03h 30m,389,31 Seats available,N/A,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),21:20,03:30,06h 10m,400,32 Seats available,N/A,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam
RRR Travels,A/C Sleeper (2+1),22:00,04:00,06h 00m,900,28 Seats available,N/A,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam
Orange Tours and Travels,NON A/C Seater/ Sleeper (2+1),23:30,04:30,05h 00m,500,40 Seats available,N/A,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),22:20,03:50,05h 30m,380,29 Seats available,N/A,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),21:20,03:45,06h 25m,380,30 Seats available,N/A,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam
TGSRTC - 8615,Rajdhani (AC Semi Sleeper 2+2),03:15,08:15,05h 00m,389,7 Seats available,N/A,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad
TGSRTC - 8653,Rajdhani (AC Semi Sleeper 2+2),04:00,07:00,03h 00m,389,1 Seat available,N/A,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad
TGSRTC - 8688,Rajdhani (AC Semi Sleeper 2+2),04:45,07:45,03h 00m,389,10 Seats available,N/A,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad
TGSRTC - 8627,Rajdhani (AC Semi Sleeper 2+2),05:00,08:30,03h 30m,389,10 Seats available,N/A,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad
TGSRTC - 1321,LAHARI A/C SLEEPER CUM SEATER,05:40,08:00,02h 20m,383,25 Seats available,N/A,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad
TGSRTC - 64959,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:50,09:30,03h 40m,320,24 Seats available,N/A,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad
TGSRTC - 8937,Deluxe (Non AC Seater 2+2),06:15,10:20,04h 05m,281,36 Seats available,N/A,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad
TGSRTC - 8694,Rajdhani (AC Semi Sleeper 2+2),06:15,09:45,03h 30m,389,30 Seats available,N/A,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad
TGSRTC - 8633,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:45,10:55,04h 10m,320,32 Seats available,N/A,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad
TGSRTC - 64826,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:10,10:45,03h 35m,320,29 Seats available,N/A,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad
TGSRTC - 1954,LAHARI A/C SLEEPER CUM SEATER,07:25,10:00,02h 35m,383,35 Seats available,N/A,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad
TGSRTC - 9222,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:45,13:20,05h 35m,353,31 Seats available,N/A,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad
TGSRTC - 64839,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:30,12:30,04h 00m,320,27 Seats available,N/A,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad
TGSRTC - 8795,Rajdhani (AC Semi Sleeper 2+2),08:30,12:30,04h 00m,389,28 Seats available,N/A,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad
TGSRTC - 64362,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:15,14:00,04h 45m,320,32 Seats available,N/A,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad
SAIRAJ TRAVELS,A/C Sleeper (2+1),23:59,05:30,05h 31m,700,16 Seats available,N/A,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),23:40,04:00,04h 20m,550,20 Seats available,N/A,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad
Naniâ€™s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),23:59,05:00,05h 01m,400,21 Seats available,N/A,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad
YASHWANTH BUS,Non A/C Seater / Sleeper (2+1),23:59,05:00,05h 01m,500,30 Seats available,N/A,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad
Sri Venkateswara Travels,Non A/C Seater / Sleeper (2+1),23:45,06:00,06h 15m,500,28 Seats available,N/A,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad
TGSRTC - 7064,e-SUP LUXURY (2+2),00:30,03:30,03h 00m,260,37 Seats available,N/A,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 7299,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",00:45,04:30,03h 45m,260,32 Seats available,N/A,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 7066,e-SUP LUXURY (2+2),01:10,04:10,03h 00m,260,37 Seats available,N/A,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 7882,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:20,04:50,03h 30m,260,17 Seats available,N/A,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 7659,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:45,05:30,03h 45m,260,32 Seats available,N/A,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 7068,e-SUP LUXURY (2+2),01:50,04:50,03h 00m,260,37 Seats available,N/A,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 7070,e-SUP LUXURY (2+2),03:20,06:20,03h 00m,260,37 Seats available,N/A,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 7350,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",03:30,06:45,03h 15m,260,30 Seats available,N/A,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 7072,e-SUP LUXURY (2+2),04:00,07:00,03h 00m,260,37 Seats available,N/A,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 7291,LAHARI A/C SLEEPER CUM SEATER,04:00,07:15,03h 15m,315,23 Seats available,N/A,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 7809,LAHARI A/C SLEEPER CUM SEATER,04:30,08:05,03h 35m,315,36 Seats available,N/A,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 7383,Rajdhani (AC Semi Sleeper 2+2),04:45,08:25,03h 40m,315,29 Seats available,N/A,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 7226,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:30,09:30,04h 00m,260,32 Seats available,N/A,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 7689,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:35,09:20,03h 45m,260,30 Seats available,N/A,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 7002,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:00,09:00,03h 00m,260,32 Seats available,N/A,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
IRA Transports,A/C Sleeper (2+1),05:30,09:05,03h 35m,450,23 Seats available,N/A,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
Mythri Tours And Travels,A/C Sleeper (2+1),05:00,08:30,03h 30m,449,14 Seats available,N/A,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
IRA Transports,VE A/C Sleeper (2+1),05:00,08:15,03h 15m,899,4 Seats available,N/A,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
DNR Express,AC Sleeper (2+1),21:30,23:59,02h 29m,900,21 Seats available,N/A,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
Shree Saipooja Travels,A/C Seater/Sleeper (2+1),23:10,02:30,03h 20m,2850,42 Seats available,N/A,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 8135,LAHARI A/C SLEEPER CUM SEATER,00:05,05:45,05h 40m,492,43 Seats available,N/A,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial
TGSRTC - 8171,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",00:05,06:00,05h 55m,406,32 Seats available,N/A,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial
TGSRTC - 8176,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:15,10:30,06h 15m,406,32 Seats available,N/A,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial
TGSRTC - 8150,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:30,10:00,05h 30m,406,32 Seats available,N/A,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial
TGSRTC - 8073,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:00,11:30,06h 30m,406,32 Seats available,N/A,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial
TGSRTC - 8015,Rajdhani (AC Semi Sleeper 2+2),05:30,11:45,06h 15m,492,32 Seats available,N/A,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial
TGSRTC - 8071,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:00,12:25,06h 25m,406,31 Seats available,N/A,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial
TGSRTC - 8129,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:15,12:30,06h 15m,406,32 Seats available,N/A,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial
TGSRTC - 8097,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:45,13:00,06h 15m,406,32 Seats available,N/A,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial
TGSRTC - 8173,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:00,13:15,06h 15m,406,32 Seats available,N/A,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial
Mythri Tours And Travels,A/C Sleeper (2+1),05:00,10:00,05h 00m,449,14 Seats available,N/A,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial
DNR Express,AC Sleeper (2+1),21:30,02:00,04h 30m,900,21 Seats available,N/A,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial
IRA Transports,VE A/C Sleeper (2+1),05:00,09:45,04h 45m,1099,15 Seats available,N/A,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial
IPS Bus Service,NON A/C Sleeper (2+2),15:30,20:20,04h 50m,1200,40 Seats available,N/A,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial
TGSRTC - 48859,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:45,10:30,05h 45m,453,32 Seats available,N/A,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
TGSRTC - 8809,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:45,13:30,07h 45m,453,32 Seats available,N/A,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
TGSRTC - 8823,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:50,11:20,05h 30m,453,32 Seats available,N/A,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
TGSRTC - 8806,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:20,14:35,08h 15m,453,29 Seats available,N/A,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
TGSRTC - 64825,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:00,15:15,08h 15m,453,26 Seats available,N/A,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
TGSRTC - 8817,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:10,15:10,08h 00m,453,31 Seats available,N/A,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
TGSRTC - 64566,Rajdhani (AC Semi Sleeper 2+2),09:15,17:30,08h 15m,550,31 Seats available,N/A,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
TGSRTC - 8818,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:20,17:10,07h 50m,453,32 Seats available,N/A,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
TGSRTC - 8895,Rajdhani (AC Semi Sleeper 2+2),10:00,17:45,07h 45m,550,32 Seats available,N/A,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
TGSRTC - 8850,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:15,20:00,08h 45m,453,32 Seats available,N/A,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
TGSRTC - 64958,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:20,20:35,06h 15m,453,29 Seats available,N/A,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
TGSRTC - 64828,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:15,22:50,06h 35m,453,32 Seats available,N/A,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
TGSRTC - 64363,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:00,23:55,05h 55m,453,32 Seats available,N/A,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
TGSRTC - 2492,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,01:30,06h 00m,456,31 Seats available,N/A,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
TGSRTC - 8804,Rajdhani (AC Semi Sleeper 2+2),20:15,03:50,07h 35m,550,31 Seats available,N/A,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
Mozo travels,A/C Seater / Sleeper (2+1),22:40,05:05,06h 25m,550,35 Seats available,N/A,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),21:20,05:00,07h 40m,400,32 Seats available,N/A,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
Sri Venkateswara Travels,Non A/C Seater / Sleeper (2+1),22:30,05:00,06h 30m,400,31 Seats available,N/A,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
Sri Krishna Travels(VGN),NON A/C Hi-Tech (2+2),20:40,05:00,08h 20m,400,24 Seats available,N/A,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
Mythri Tours And Travels,A/C Sleeper (2+1),23:00,04:15,05h 15m,809,19 Seats available,N/A,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
TGSRTC - 7918,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:15,11:40,07h 25m,481,31 Seats available,N/A,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
TGSRTC - 7938,Rajdhani (AC Semi Sleeper 2+2),05:45,12:00,06h 15m,584,22 Seats available,N/A,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
TGSRTC - 1137,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),06:15,13:00,06h 45m,586,32 Seats available,N/A,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
TGSRTC - 7930,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:30,14:55,07h 25m,481,32 Seats available,N/A,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
TGSRTC - 7928,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:15,15:40,07h 25m,481,30 Seats available,N/A,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
TGSRTC - 7922,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:00,17:25,07h 25m,481,32 Seats available,N/A,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
TGSRTC - 7916,Lahari Non A/C Sleeper Cum Seater,10:30,17:55,07h 25m,481,44 Seats available,N/A,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
TGSRTC - 7944,LAHARI A/C SLEEPER CUM SEATER,11:15,18:40,07h 25m,584,44 Seats available,N/A,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
TGSRTC - 7940,Rajdhani (AC Semi Sleeper 2+2),12:15,18:40,06h 25m,584,31 Seats available,N/A,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
TGSRTC - 7924,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:10,20:35,07h 25m,481,32 Seats available,N/A,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
TGSRTC - 7926,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:50,21:15,07h 25m,481,31 Seats available,N/A,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
TGSRTC - 1139,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),14:20,21:00,06h 40m,584,36 Seats available,N/A,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
TGSRTC - 7904,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:40,22:05,07h 25m,481,32 Seats available,N/A,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
TGSRTC - 7902,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:25,21:50,06h 25m,481,32 Seats available,N/A,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
TGSRTC - 2611,Lahari Non A/C Sleeper Cum Seater,15:30,22:40,07h 10m,481,41 Seats available,N/A,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
Sahara Tours and Travels,Bharat Benz A/C Seater (2+2),18:00,23:15,05h 15m,450,36 Seats available,N/A,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
Orange Tours and Travels,Volvo Multi-Axle A/C (2+2),18:00,23:15,05h 15m,550,47 Seats available,N/A,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
